Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Jacob Latz","TEX",4,4,4,4.42631,45,11,0,1,,105,455,95,56,52,14,51,,3,101,8.63133,4.37225,1.97412,1.17158,0.221436,0.11217,0.1092662587761879,0.237621,1.39263,0.284794,0.714107,,,4.45347,0.828029,0.475429,727.97998046875,,,,,,,401.79999999999995,3.826666666666666,387,3.6857142857142855,,,,,,,,,,,,,,,,,,,"Jacob Latz","21306",656641
"Edwin Uceta","TBR",4,3,0,3.66113,62,0,12,10,,62,259,50,27,25,8,23,,4,74,10.7548,3.366,3.19512,1.13784,0.285994,0.0895095,0.19648443162441254,0.216797,1.18412,0.283059,0.743296,,,3.71334,0.821006,0.827076,496.44000244140625,,,,,,,397.4,6.409677419354838,373,6.016129032258065,,,,,,,,,,,,,,,,,,,"Edwin Uceta","20539",670955
"Emilio Pagán","CIN",3,3,0,4.04457,66,0,27,4,,66,271,56,32,30,10,23,,2,71,9.6947,3.1006,3.12671,1.37408,0.262726,0.0840262,0.17869973182678223,0.227359,1.19264,0.278127,0.727018,,,4.07464,0.796132,0.702875,113.62999725341797,,,,,,,437.80000000000007,6.633333333333335,418,6.333333333333333,,,,,,,,,,,,,,,,,,,"Emilio Pagan","14771",641941
"Chris Martin","TEX",4,3,0,3.37959,54,0,4,12,,54,223,51,22,20,6,11,,2,53,8.88887,1.90895,4.65643,1.06033,0.239635,0.0514632,0.18817147612571716,0.243062,1.15502,0.297456,0.75768,,,3.41794,0.795393,0.707741,681.5800170898438,,,,,,,328.20000000000005,6.077777777777778,327,6.055555555555555,,,,,,,,,,,,,,,,,,,"Chris Martin","11847",455119
"Cole Sands","MIN",4,4,0,3.91799,68,0,3,13,,68,286,63,32,30,8,21,,4,67,8.90421,2.78884,3.1928,0.997522,0.235043,0.0736165,0.16142629832029343,0.239298,1.23033,0.294804,0.710524,,,3.68552,0.793157,0.508243,737.3900146484375,,,,,,,367.00000000000006,5.397058823529413,362,5.323529411764706,,,,,,,,,,,,,,,,,,,"Cole Sands","21461",663485
"Alex Vesia","LAD",4,3,0,3.54762,61,0,1,18,,61,253,47,26,24,8,25,,3,77,11.3348,3.74779,3.02439,1.24258,0.303679,0.10041,0.2032686546444893,0.208676,1.1854,0.275802,0.76732,,,3.79764,0.784901,0.786271,741.8300170898438,,,,,,,377.8000000000001,6.193442622950822,348,5.704918032786885,,,,,,,,,,,,,,,,,,,"Alex Vesia","25007",681911
"Dennis Santana","PIT",4,3,0,3.72193,68,0,26,5,,68,284,62,30,28,7,23,,3,63,8.33347,3.06431,2.71953,0.88095,0.22146,0.0814332,0.14002671092748642,0.238808,1.24678,0.291713,0.721141,,,3.71362,0.782769,1.04028,149.07000732421875,,,,,,,453.90000000000003,6.675000000000001,447,6.573529411764706,,,,,,,,,,,,,,,,,,,"Dennis Santana","17878",642701
"Jose A. Ferrer","SEA",4,3,0,3.27142,70,0,3,16,,70,292,62,28,25,5,21,,4,67,8.67171,2.76322,3.13826,0.698246,0.23136,0.0737223,0.15763786435127258,0.233155,1.19425,0.292903,0.734289,,,3.29451,0.781214,0.738305,746.5499877929688,,,,,,,433.3,6.19,423,6.042857142857143,,,,,,,,,,,,,,,,,,,"Jose A. Ferrer","24017",678606
"Tomoyuki Sugano","COL",6,9,8,5.17066,21,21,0,0,,116,507,138,72,67,21,27,,4,74,5.73497,2.11253,2.71475,1.64355,0.146075,0.0538081,0.0922672189772129,0.291083,1.42564,0.308208,0.690906,,,5.04753,0.777941,0.97674,999,,,,,,,296.3000000000001,2.5543103448275875,362,3.1206896551724137,,,,,,,,,,,,,,,,,,,"Tomoyuki Sugano","35321",608372
"Kevin Ginkel","ARI",4,3,0,3.60593,62,0,12,11,,62,263,56,27,25,6,24,,3,64,9.31386,3.43689,2.70997,0.85005,0.244385,0.0901798,0.15420471876859665,0.235294,1.27872,0.299147,0.741433,,,3.56231,0.774696,0.952539,508.70001220703125,,,,,,,390.4,6.296774193548386,383,6.17741935483871,,,,,,,,,,,,,,,,,,,"Kevin Ginkel","19876",656464
"Joe Boyle","TBR",5,5,5,4.04857,33,11,0,1,,79,343,66,38,36,9,43,,4,89,10.0789,4.84933,2.0784,0.996928,0.25813,0.124196,0.1339336708188057,0.223224,1.37455,0.288454,0.728918,,,4.11888,0.759828,0.71852,737.1300048828125,,,,,,,343.30000000000007,4.3455696202531655,319,4.037974683544304,,,,,,,,,,,,,,,,,,,"Joe Boyle","29608",671212
"Brandon Sproat","MIL",4,5,5,4.19375,33,11,0,1,,81,349,77,41,38,10,30,,5,70,7.73375,3.36876,2.29572,1.06384,0.199442,0.0868755,0.11256676912307739,0.246174,1.32786,0.288451,0.707013,,,4.25835,0.758097,0.684,718.4600219726562,,,,,,,315.2,3.8913580246913577,314,3.876543209876543,,,,,,,,,,,,,,,,,,,"Brandon Sproat","33850",687075
"Lucas Erceg","KCR",4,4,0,3.70509,62,0,2,13,,62,265,56,28,26,5,24,,4,61,8.80162,3.45753,2.54564,0.774273,0.228955,0.0899403,0.1390150487422943,0.237029,1.28856,0.297419,0.719471,,,3.66522,0.756832,0.745676,644.6199951171875,,,,,,,351.69999999999993,5.672580645161289,345,5.564516129032258,,,,,,,,,,,,,,,,,,,"Lucas Erceg","19360",668674
"Seranthony Domínguez","CHW",4,4,0,3.91917,63,0,20,6,,63,268,53,30,27,8,30,,2,71,10.1905,4.23572,2.40584,1.103,0.266404,0.110732,0.15567141771316528,0.224262,1.30952,0.288166,0.738153,,,3.99247,0.756264,0.467515,200.25999450683594,,,,,,,400.00000000000006,6.34920634920635,381,6.0476190476190474,,,,,,,,,,,,,,,,,,,"Seranthony Dominguez","19249",622554
"J.T. Ginn","ATH",4,4,4,4.16523,36,10,0,1,,76,327,73,38,35,10,27,,5,72,8.55365,3.16893,2.69922,1.13251,0.221129,0.0819232,0.13920579850673676,0.246433,1.30859,0.296124,0.712186,,,4.12011,0.754155,0.670675,746.1799926757812,,,,,,,301.59999999999997,3.9684210526315784,302,3.973684210526316,,,,,,,,,,,,,,,,,,,"J.T. Ginn","27889",669372
"Michael Soroka","ARI",6,6,5,4.07704,52,11,2,1,,101,431,91,49,46,12,37,,8,101,8.99762,3.29513,2.73058,1.07173,0.235236,0.0861486,0.14908745139837265,0.236475,1.26523,0.290695,0.708625,,,4.02707,0.753722,0.921412,732.7100219726562,,,,,,,444.20000000000005,4.398019801980198,430,4.257425742574258,,,,,,,,,,,,,,,,,,,"Michael Soroka","18383",647336
"Orion Kerkering","PHI",5,3,0,3.48763,63,0,1,13,,63,264,53,27,24,6,23,,4,70,9.93589,3.30065,3.01028,0.912887,0.263072,0.087391,0.1756807267665863,0.224709,1.21254,0.290931,0.739454,,,3.54335,0.751398,0.707729,999,,,,,,,370.6,5.882539682539683,353,5.603174603174603,,,,,,,,,,,,,,,,,,,"Orion Kerkering","31776",689147
"Ryan Feltner","COL",5,7,5,5.14853,34,16,0,1,,101,450,109,62,58,15,42,,4,84,7.41955,3.72958,1.98938,1.30059,0.185818,0.0934051,0.09241316467523575,0.269455,1.48713,0.308152,0.681027,,,4.73132,0.750463,0.725125,999,,,,,,,313.5000000000001,3.103960396039605,344,3.405940594059406,,,,,,,,,,,,,,,,,,,"Ryan Feltner","21446",663372
"Robert Gasser","MIL",4,4,4,4.05868,36,10,0,1,,76,324,72,37,34,10,24,,6,70,8.32312,2.81674,2.95488,1.2217,0.21704,0.0734515,0.14358847588300705,0.243583,1.25695,0.287132,0.721653,,,4.20682,0.747947,0.725871,999,,,,,,,306.2,4.028947368421052,304,4,,,,,,,,,,,,,,,,,,,"Robert Gasser","29812",688107
"Hunter Barco","PIT",4,4,4,4.15354,45,11,0,1,,89,389,85,44,41,11,37,,6,82,8.25008,3.69773,2.23112,1.08303,0.209918,0.0940864,0.11583170294761658,0.246884,1.37009,0.294521,0.72574,,,4.31056,0.739098,0.82614,999,,,,,,,341.29999999999995,3.834831460674157,341,3.831460674157303,,,,,,,,,,,,,,,,,,,"Hunter Barco","33174",682995
"Daniel Palencia","CHC",5,3,0,3.67883,67,0,30,4,,67,282,55,30,27,7,28,,4,75,10.0167,3.71607,2.69552,0.976438,0.264246,0.0980316,0.16621482372283936,0.219662,1.23486,0.28307,0.731553,,,3.72937,0.737164,0.796256,108.27999877929688,,,,,,,486.69999999999993,7.264179104477611,464,6.925373134328358,,,,,,,,,,,,,,,,,,,"Daniel Palencia","27914",694037
"Robert Stephenson","LAA",2,4,0,4.08508,60,0,13,9,,60,251,54,29,27,8,19,,2,67,9.98465,2.92306,3.41582,1.24606,0.264765,0.0775114,0.18725371360778809,0.234492,1.22316,0.294168,0.716674,,,3.79318,0.729878,0.414218,532.969970703125,,,,,,,377.20000000000005,6.286666666666667,368,6.133333333333334,,,,,,,,,,,,,,,,,,,"Robert Stephenson","13594",596112
"Andrew Painter","PHI",5,7,7,4.73054,31,18,0,1,,104,453,105,59,55,17,40,,2,90,7.81409,3.46041,2.25814,1.43459,0.199542,0.0883658,0.1111762747168541,0.255386,1.39193,0.29071,0.705382,,,4.68997,0.715245,0.624027,999,,,,,,,345.5,3.3221153846153846,357,3.4326923076923075,,,,,,,,,,,,,,,,,,,"Andrew Painter","sa3017880",691725
"Chase Dollander","COL",5,9,9,5.27127,23,23,0,0,,114,506,118,71,67,18,51,,8,98,7.708,4.01901,1.91789,1.41779,0.19262,0.100434,0.09218665957450867,0.264385,1.48596,0.302277,0.678307,,,5.0148,0.713323,0.940039,741.8400268554688,,,,,,,334.3999999999999,2.9333333333333327,355,3.1140350877192984,,,,,,,,,,,,,,,,,,,"Chase Dollander","33482",801403
"Richard Fitts","STL",7,8,10,4.42189,36,23,0,1,,128,549,132,68,63,18,39,,5,96,6.76537,2.72335,2.48421,1.27634,0.175266,0.0705521,0.1047142893075943,0.260934,1.33222,0.290856,0.7072,,,4.50435,0.707967,0.954023,742.030029296875,,,,,,,446.6000000000001,3.4890625000000006,470,3.671875,,,,,,,,,,,,,,,,,,,"Richard Fitts","30160",690916
"Graham Ashcraft","CIN",5,4,0,3.88347,65,0,2,16,,65,278,63,30,28,6,21,,3,59,8.1993,2.90835,2.81923,0.882909,0.213259,0.0756446,0.13761454820632935,0.24651,1.28524,0.298575,0.713681,,,3.69574,0.705658,0.715714,999,,,,,,,363.40000000000003,5.590769230769231,367,5.6461538461538465,,,,,,,,,,,,,,,,,,,"Graham Ashcraft","27552",668933
"Ryan Weiss","HOU",5,6,4,4.22742,47,10,0,1,,93,399,88,47,44,12,35,,6,91,8.83389,3.35695,2.63152,1.2069,0.22807,0.0866685,0.1414017453789711,0.244686,1.31927,0.295158,0.717876,,,4.22452,0.685963,0.607083,999,,,,,,,374.8,4.030107526881721,372,4,,,,,,,,,,,,,,,,,,,"Ryan Weiss","sa3007778",680802
"Jared Koenig","MIL",4,3,0,3.55905,65,0,1,15,,65,274,58,28,26,7,22,,3,66,9.16539,3.10201,2.95467,0.9355,0.241833,0.0818479,0.15998528897762299,0.232055,1.2316,0.290022,0.741306,,,3.6166,0.681845,0.766999,999,,,,,,,366.09999999999997,5.632307692307692,356,5.476923076923077,,,,,,,,,,,,,,,,,,,"Jared Koenig","27517",657649
"Drew Anderson","DET",5,5,2,3.95292,60,5,0,9,,82,348,73,39,36,10,30,,4,91,9.95453,3.3101,3.00732,1.14666,0.260477,0.0866144,0.1738625019788742,0.233837,1.26314,0.295878,0.72632,,,3.83131,0.67725,0.49753,999,,,,,,,410.00000000000006,5.000000000000001,396,4.829268292682927,,,,,,,,,,,,,,,,,,,"Drew Anderson","15130",623454
"Drew Pomeranz","LAA",3,3,0,3.92782,58,0,3,11,,58,244,52,27,25,7,19,,4,61,9.4938,3.00969,3.15441,1.1395,0.250491,0.0794097,0.17108096927404404,0.237327,1.23643,0.29604,0.72062,,,3.90267,0.67203,0.518004,736.8300170898438,,,,,,,319.90000000000003,5.515517241379311,311,5.362068965517241,,,,,,,,,,,,,,,,,,,"Drew Pomeranz","11426",519141
"Louis Varland","TOR",4,3,0,3.51062,67,0,2,13,,67,278,61,29,26,8,18,,2,66,8.92054,2.43054,3.67019,1.03918,0.239239,0.0651843,0.1740543320775032,0.236823,1.17844,0.290546,0.740113,,,3.57579,0.666163,0.521573,736.5999755859375,,,,,,,372.79999999999995,5.564179104477612,365,5.447761194029851,,,,,,,,,,,,,,,,,,,"Louis Varland","27691",686973
"Jonathan Cannon","CHW",5,8,5,4.81387,41,15,0,1,,106,461,111,61,57,16,37,,5,79,6.76652,3.13754,2.15663,1.38457,0.172175,0.0798353,0.09233991801738739,0.264176,1.39816,0.292025,0.694671,,,4.81275,0.663974,0.299068,999,,,,,,,335.0000000000001,3.160377358490567,358,3.3773584905660377,,,,,,,,,,,,,,,,,,,"Jonathan Cannon","31730",686563
"Patrick Corbin",,5,6,7,4.86437,16,16,0,0,,87,383,94,51,47,13,30,,2,70,7.23067,3.06346,2.36029,1.36028,0.182891,0.0774865,0.10540421307086945,0.269224,1.42399,0.303697,0.693105,,,4.59692,0.663842,0.326614,999,,,,,,,283.5000000000001,3.258620689655174,310,3.5632183908045976,,,,,,,,,,,,,,,,,,,"Patrick Corbin","9323",571578
"Randy Vásquez","SDP",7,9,9,4.79544,36,24,0,1,,137,599,142,78,73,20,50,,9,94,6.15494,3.2703,1.88207,1.32107,0.156375,0.0830865,0.0732882097363472,0.262792,1.40073,0.285735,0.693674,,,4.9532,0.656664,0.477695,737.469970703125,,,,,,,413.6000000000002,3.0189781021897826,440,3.2116788321167884,,,,,,,,,,,,,,,,,,,"Randy Vasquez","24719",681190
"Brad Lord","WSN",5,6,4,4.3626,53,11,0,1,,103,441,103,54,50,13,34,,5,80,6.98798,2.99906,2.33005,1.10848,0.180926,0.0776488,0.10327710956335068,0.257054,1.33822,0.292961,0.696263,,,4.32887,0.650459,0.628788,999,,,,,,,381.50000000000006,3.7038834951456314,393,3.8155339805825244,,,,,,,,,,,,,,,,,,,"Brad Lord","31972",695418
"Luis Gil","NYY",5,6,4,4.39729,51,11,0,1,,99,425,86,52,48,14,47,,4,101,9.18838,4.28948,2.14207,1.28614,0.23783,0.111028,0.12680202722549438,0.22916,1.34145,0.276591,0.714619,,,4.50727,0.650247,0.395584,352.9100036621094,,,,,,,389.80000000000007,3.937373737373738,366,3.696969696969697,,,,,,,,,,,,,,,,,,,"Luis Gil","21052",661563
"Germán Márquez","SDP",7,10,9,4.99422,34,23,0,1,,129,568,141,77,72,20,44,,5,96,6.66943,3.08975,2.15856,1.40886,0.168837,0.0782175,0.09061992913484573,0.271451,1.43193,0.299435,0.687122,,,4.82425,0.648314,0.0414927,999,,,,,,,390.9999999999999,3.0310077519379837,434,3.364341085271318,,,,,,,,,,,,,,,,,,,"German Marquez","15038",608566
"Janson Junk","MIA",5,5,3,4.32723,48,8,0,1,,86,365,91,45,41,11,18,,3,63,6.54333,1.87057,3.49804,1.18706,0.171848,0.049127,0.12272118777036667,0.265532,1.26687,0.296266,0.690132,,,4.12283,0.645705,0.498574,999,,,,,,,331.4999999999999,3.8546511627906965,354,4.116279069767442,,,,,,,,,,,,,,,,,,,"Janson Junk","23301",676083
"Dylan Lee","ATL",3,3,0,3.54444,65,0,1,16,,65,267,57,28,26,9,19,,1,73,10.1218,2.67963,3.77731,1.2494,0.274031,0.0725468,0.2014845535159111,0.230696,1.17267,0.291055,0.764107,,,3.62504,0.645063,0.809508,999,,,,,,,377.09999999999997,5.801538461538461,363,5.584615384615384,,,,,,,,,,,,,,,,,,,"Dylan Lee","19996",669276
"Corbin Burnes","ARI",3,2,4,3.50544,6,6,0,0,,39,162,35,16,15,4,12,,2,37,8.63965,2.79728,3.08859,0.915119,0.230937,0.074771,0.15616585314273834,0.237147,1.21374,0.291807,0.739897,,,3.58513,0.637919,0.892555,736.969970703125,,,,,,,180.40000000000003,4.625641025641026,175,4.487179487179487,,,,,,,,,,,,,,,,,,,"Corbin Burnes","19361",669203
"Jordan Leasure","CHW",4,4,0,4.158,64,0,5,10,,64,272,54,32,30,9,29,,2,73,10.2028,4.07254,2.50526,1.26086,0.266448,0.106355,0.16009266674518585,0.22554,1.30178,0.284608,0.729223,,,4.15651,0.629894,0.217534,683.3099975585938,,,,,,,340.5,5.3203125,321,5.015625,,,,,,,,,,,,,,,,,,,"Jordan Leasure","29950",673929
"Gregory Soto","PIT",3,3,0,3.69189,61,0,4,14,,61,264,54,27,25,5,25,,5,66,9.75917,3.75765,2.59715,0.747492,0.25073,0.0965406,0.15418965369462967,0.23053,1.29789,0.300705,0.720712,,,3.56377,0.627469,0.72122,746.4500122070312,,,,,,,367.5000000000001,6.024590163934428,358,5.868852459016393,,,,,,,,,,,,,,,,,,,"Gregory Soto","19677",642397
"Gage Jump","ATH",3,3,5,4.31059,10,10,0,0,,49,211,49,25,24,7,17,,2,43,7.79748,3.05588,2.55164,1.22545,0.201767,0.0790734,0.12269312143325806,0.252476,1.32695,0.292691,0.713287,,,4.32181,0.598725,0.60179,999,,,,,,,178.1,3.6346938775510202,183,3.7346938775510203,,,,,,,,,,,,,,,,,,,"Gage Jump","sa3034986",695611
"David Festa","MIN",3,3,3,4.09209,22,6,0,1,,49,208,46,24,22,6,17,,2,50,9.15445,3.1033,2.94991,1.16061,0.239518,0.0811951,0.15832282602787018,0.241956,1.27885,0.296614,0.7201,,,3.93629,0.592782,0.442417,999,,,,,,,216.20000000000002,4.412244897959184,214,4.36734693877551,,,,,,,,,,,,,,,,,,,"David Festa","30056",701581
"Mark Leiter Jr.","ATH",5,4,0,3.99018,64,0,6,13,,64,276,58,31,28,8,26,,4,69,9.64106,3.62581,2.65901,1.08341,0.24868,0.0935237,0.1551567018032074,0.236819,1.31137,0.298005,0.725649,,,3.97172,0.591132,0.391426,727.47998046875,,,,,,,354.40000000000003,5.5375000000000005,346,5.40625,,,,,,,,,,,,,,,,,,,"Mark Leiter Jr.","15551",643410
"Aaron Ashby","MIL",5,5,1,3.78539,70,3,1,13,,85,374,76,39,36,7,42,,5,88,9.29346,4.46498,2.08141,0.787614,0.23557,0.113178,0.12239228188991547,0.232386,1.38548,0.296216,0.733279,,,3.87653,0.585725,0.754894,999,,,,,,,437.29999999999995,5.144705882352941,426,5.011764705882353,,,,,,,,,,,,,,,,,,,"Aaron Ashby","23550",676879
"Erick Fedde","CHW",6,8,7,4.95617,28,18,0,1,,109,475,113,65,60,18,42,,3,83,6.8877,3.4781,1.98031,1.46602,0.174985,0.0883626,0.086622454226017,0.263559,1.43006,0.290523,0.695827,,,4.96368,0.579974,0.225275,999,,,,,,,326.40000000000003,2.994495412844037,346,3.1743119266055047,,,,,,,,,,,,,,,,,,,"Erick Fedde","17425",607200
"Jake Irvin","WSN",6,9,7,4.81557,34,19,0,1,,123,530,128,71,66,20,40,,5,93,6.75336,2.92487,2.30894,1.44111,0.174603,0.0756203,0.09898272156715393,0.264605,1.36517,0.291355,0.691618,,,4.81554,0.575204,0.590229,999,,,,,,,386.40000000000003,3.1414634146341465,410,3.3333333333333335,,,,,,,,,,,,,,,,,,,"Jake Irvin","21504",663623
"Hurston Waldrep","ATL",4,4,5,4.29071,11,11,0,0,,61,268,60,32,29,7,27,,2,55,7.99806,3.93287,2.03364,1.02097,0.203842,0.100235,0.10360704362392426,0.25047,1.40963,0.298214,0.71383,,,4.26158,0.570921,0.649472,701.8499755859375,,,,,,,232.30000000000007,3.8081967213114765,237,3.8852459016393444,,,,,,,,,,,,,,,,,,,"Hurston Waldrep","33527",694462
"Griffin Canning","SDP",6,7,7,4.5347,32,18,0,1,,108,464,106,58,54,17,41,,3,96,8.03915,3.38854,2.37246,1.40507,0.207471,0.08745,0.12002138048410416,0.253488,1.3643,0.292077,0.71789,,,4.60388,0.569323,0.587072,999,,,,,,,378.5,3.5046296296296298,383,3.5462962962962963,,,,,,,,,,,,,,,,,,,"Griffin Canning","19867",656288
"Bryan Baker","TBR",4,3,0,3.79591,63,0,3,12,,63,262,53,29,27,8,23,,2,70,9.98805,3.24128,3.08152,1.16008,0.267231,0.0867208,0.18051062524318695,0.22522,1.20898,0.284534,0.733932,,,3.74316,0.563877,0.372392,999,,,,,,,358.00000000000006,5.682539682539684,339,5.380952380952381,,,,,,,,,,,,,,,,,,,"Bryan Baker","19804",641329
"JoJo Romero","STL",5,3,0,3.49169,64,0,12,9,,64,272,57,27,25,6,25,,2,62,8.694,3.58071,2.42801,0.831931,0.227672,0.093769,0.133903369307518,0.235306,1.29368,0.292288,0.746356,,,3.71246,0.556309,0.902839,488.57000732421875,,,,,,,390.59999999999997,6.1031249999999995,381,5.953125,,,,,,,,,,,,,,,,,,,"JoJo Romero","19574",668941
"Cody Bradford","TEX",5,5,3,4.34698,40,8,0,1,,75,317,74,39,36,12,18,,2,64,7.67066,2.14783,3.57134,1.38179,0.203164,0.0568873,0.14627686887979507,0.250957,1.22397,0.284818,0.69904,,,4.23308,0.555779,0.27001,999,,,,,,,287,3.8266666666666667,291,3.88,,,,,,,,,,,,,,,,,,,"Cody Bradford","27597",674003
"Hunter Dobbins","STL",5,5,5,4.4585,31,13,0,1,,87,378,91,47,43,11,28,,4,62,6.38497,2.8984,2.20293,1.17299,0.163725,0.0743214,0.08940330892801285,0.262475,1.36251,0.291309,0.701869,,,4.51782,0.534294,0.5065,999,,,,,,,303.9,3.493103448275862,324,3.7241379310344827,,,,,,,,,,,,,,,,,,,"Hunter Dobbins","30240",690928
"Blake Treinen","LAD",5,4,0,3.93829,58,0,1,14,,58,250,53,27,25,7,22,,3,65,10.018,3.33683,3.00225,1.09745,0.258462,0.0860893,0.17237266898155212,0.234511,1.28172,0.297804,0.731046,,,3.76061,0.533592,0.378474,999,,,,,,,321.3,5.539655172413793,315,5.431034482758621,,,,,,,,,,,,,,,,,,,"Blake Treinen","12572",595014
"A.J. Minter","NYM",4,3,0,3.41527,52,0,2,14,,52,214,43,22,20,6,18,,1,58,10.0889,3.12439,3.22909,1.03241,0.272432,0.084368,0.18806413561105728,0.222225,1.17828,0.286071,0.750523,,,3.5086,0.528257,0.577572,999,,,,,,,324.2,6.234615384615385,307,5.903846153846154,,,,,,,,,,,,,,,,,,,"A.J. Minter","18655",621345
"Stephen Kolek","KCR",4,4,3,4.24699,36,8,0,1,,72,313,76,37,34,7,23,,5,51,6.37779,2.82781,2.25538,0.910792,0.163739,0.0725993,0.09113950282335281,0.26459,1.35948,0.300594,0.695443,,,4.16545,0.526188,0.491645,999,,,,,,,271.1,3.765277777777778,291,4.041666666666667,,,,,,,,,,,,,,,,,,,"Stephen Kolek","21487",663568
"Alek Manoah","LAA",3,5,6,4.74542,13,13,0,0,,69,302,68,39,36,10,28,,5,58,7.60802,3.66871,2.07376,1.26746,0.193638,0.0933753,0.10026251524686813,0.252464,1.38732,0.289828,0.688133,,,4.7304,0.52331,0.413086,741.7999877929688,,,,,,,227.8,3.301449275362319,232,3.36231884057971,,,,,,,,,,,,,,,,,,,"Alek Manoah","26410",666201
"Jimmy Herget","COL",3,3,0,4.57475,77,0,2,15,,77,332,78,42,39,11,25,,5,70,8.2169,2.8834,2.84973,1.32714,0.21163,0.0742634,0.1373669058084488,0.258923,1.33819,0.303205,0.698369,,,4.37546,0.517898,0.586534,999,,,,,,,351.7,4.567532467532468,362,4.701298701298701,,,,,,,,,,,,,,,,,,,"Jimmy Herget","17556",623474
"Carlos Estévez","KCR",4,4,0,4.17192,65,0,31,2,,65,273,59,32,30,8,24,,3,58,8.07697,3.26247,2.47573,1.12968,0.213537,0.0862521,0.1272844895720482,0.240046,1.27494,0.283253,0.708053,,,4.17691,0.508097,0.442913,104.61000061035156,,,,,,,427.20000000000005,6.572307692307693,419,6.446153846153846,,,,,,,,,,,,,,,,,,,"Carlos Estevez","14542",608032
"Andrew Kittredge","BAL",4,3,0,3.7339,60,0,3,12,,60,249,58,27,25,8,16,,2,59,8.85162,2.38429,3.71248,1.19174,0.237023,0.063845,0.17317822575569153,0.248596,1.22425,0.301457,0.743034,,,3.76086,0.50718,0.535044,741.6300048828125,,,,,,,321.8,5.363333333333333,323,5.383333333333334,,,,,,,,,,,,,,,,,,,"Andrew Kittredge","12828",552640
"Jason Adam","SDP",4,3,0,3.52318,60,0,1,15,,60,248,49,26,23,6,22,,5,63,9.50344,3.36571,2.82361,0.960316,0.255648,0.0905394,0.16510841995477676,0.221191,1.18756,0.281004,0.731888,,,3.76699,0.506828,0.597796,999,,,,,,,352.79999999999995,5.879999999999999,332,5.533333333333333,,,,,,,,,,,,,,,,,,,"Jason Adam","11861",592094
"Spencer Arrighetti","HOU",5,6,5,4.46031,27,13,0,1,,84,364,77,45,42,12,37,,5,84,9.02988,4.0112,2.25117,1.32896,0.230854,0.102548,0.12830553948879242,0.239403,1.3661,0.286879,0.718265,,,4.55258,0.505813,0.58884,682.47998046875,,,,,,,319.8,3.8071428571428574,310,3.6904761904761907,,,,,,,,,,,,,,,,,,,"Spencer Arrighetti","29921",681293
"Bryan King","HOU",4,3,0,3.66834,67,0,1,17,,67,280,61,30,27,9,20,,4,67,8.93521,2.72203,3.28255,1.15351,0.237481,0.0723465,0.16513482481241226,0.236952,1.20777,0.287863,0.744943,,,3.89519,0.503155,0.567223,999,,,,,,,361.4999999999999,5.3955223880597,353,5.268656716417911,,,,,,,,,,,,,,,,,,,"Bryan King","25890",687911
"Caleb Thielbar","CHC",5,3,0,3.62905,66,0,1,15,,66,274,58,28,27,9,22,,1,69,9.40039,3.00521,3.12804,1.17053,0.25121,0.0803093,0.1709011346101761,0.2309,1.21363,0.284457,0.759573,,,3.78057,0.49866,0.658934,999,,,,,,,360.9000000000001,5.46818181818182,347,5.257575757575758,,,,,,,,,,,,,,,,,,,"Caleb Thielbar","10078",573204
"Carmen Mlodzinski","PIT",4,4,1,3.72774,53,3,0,4,,68,289,65,30,28,7,23,,3,60,8.00433,3.04205,2.63123,0.865973,0.209042,0.0794466,0.12959550321102142,0.246797,1.29495,0.297637,0.730318,,,3.73838,0.495678,0.571537,999,,,,,,,306.1,4.501470588235295,307,4.514705882352941,,,,,,,,,,,,,,,,,,,"Carmen Mlodzinski","27572",669387
"Tony Santillan","CIN",3,3,0,4.26536,70,0,4,13,,70,302,62,35,33,9,31,,5,73,9.39146,4.04987,2.31895,1.16101,0.241661,0.104211,0.13744961470365524,0.233665,1.33875,0.288764,0.718865,,,4.2685,0.492517,0.545022,666.2999877929688,,,,,,,356.09999999999997,5.087142857142856,343,4.9,,,,,,,,,,,,,,,,,,,"Tony Santillan","19926",663574
"George Klassen","LAA",3,5,4,4.55696,24,10,0,1,,63,277,62,34,32,9,27,,3,57,8.17444,3.78848,2.15771,1.23349,0.207716,0.096267,0.11144910752773285,0.251265,1.40229,0.295177,0.708191,,,4.5014,0.489351,0.329376,999,,,,,,,222.30000000000007,3.52857142857143,226,3.5873015873015874,,,,,,,,,,,,,,,,,,,"George Klassen","sa3023440",691946
"Connelly Early","BOS",2,2,2,3.87511,13,5,0,1,,34,145,31,16,15,4,12,,2,34,9.04236,3.32332,2.72088,0.965803,0.234368,0.086137,0.1482314020395279,0.238651,1.28715,0.296465,0.720364,,,3.84289,0.488496,0.46154,269.3299865722656,,,,,,,151.80000000000004,4.464705882352942,148,4.352941176470588,,,,,,,,,,,,,,,,,,,"Connelly Early","33666",813349
