Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Trevor Rogers","BAL",9,8,13,4.08167,26,26,0,0,,142,605,140,70,64,17,46,,5,122,7.73791,2.91576,2.65382,1.10237,0.201974,0.0761067,0.1258668527007103,0.252893,1.31018,0.296054,0.718804,,,4.07937,2.05756,1.63317,153.52999877929688,,,,,,,568.6999999999999,4.004929577464789,580,4.084507042253521,,,,,,,,,,,,,,,,,,,"Trevor Rogers","22286",669432
"Braxton Ashcraft","PIT",9,9,11,3.83328,47,23,0,1,,151,643,148,69,64,16,46,,7,133,7.94525,2.7234,2.9174,0.972091,0.207393,0.0710884,0.13630490750074387,0.250589,1.28234,0.298646,0.72776,,,3.81445,2.04019,2.36975,256.0899963378906,,,,,,,646.8000000000002,4.283443708609273,658,4.357615894039735,,,,,,,,,,,,,,,,,,,"Braxton Ashcraft","23793",677952
"Shane Smith","CHW",8,10,14,4.19068,29,29,0,0,,160,675,145,80,74,21,60,,11,150,8.45115,3.3925,2.49113,1.16534,0.221785,0.0890298,0.1327548399567604,0.239557,1.28433,0.286072,0.710166,,,4.27884,2.02636,1.93421,246.36000061035156,,,,,,,635.7,3.9731250000000005,614,3.8375,,,,,,,,,,,,,,,,,,,"Shane Smith","31687",681343
"Brandon Pfaadt","ARI",10,10,15,4.21529,29,29,0,0,,163,692,167,82,77,22,37,,7,145,7.99865,2.06218,3.87874,1.22649,0.209877,0.0541097,0.15576747804880142,0.257944,1.25052,0.301601,0.703558,,,3.95373,2.01602,2.11857,668.530029296875,,,,,,,659.3999999999999,4.045398773006134,687,4.214723926380368,,,,,,,,,,,,,,,,,,,"Brandon Pfaadt","27782",694297
"Jeffrey Springs","ATH",10,10,14,4.37675,29,29,0,0,,162,687,161,84,79,25,51,,4,138,7.69712,2.83423,2.71577,1.41991,0.201081,0.0740419,0.12703919410705566,0.25487,1.31288,0.289465,0.725276,,,4.48841,1.99906,1.8604,746.469970703125,,,,,,,583.6999999999999,3.603086419753086,596,3.6790123456790123,,,,,,,,,,,,,,,,,,,"Jeffrey Springs","17677",605488
"Luis Severino","ATH",9,11,14,4.48405,29,29,0,0,,171,736,173,92,85,23,54,,11,137,7.20475,2.83852,2.53821,1.21033,0.185938,0.0732555,0.11268209666013718,0.258057,1.3284,0.293771,0.692854,,,4.42187,1.99265,1.63177,728.2100219726562,,,,,,,611.7,3.5771929824561406,635,3.7134502923976607,,,,,,,,,,,,,,,,,,,"Luis Severino","15890",622663
"Jack Leiter","TEX",9,9,14,4.2855,28,28,0,0,,148,631,133,76,71,19,61,,6,141,8.57644,3.69407,2.32167,1.18306,0.223765,0.0963807,0.12738386541604996,0.235467,1.3075,0.280925,0.709745,,,4.28509,1.9671,1.41855,233.72999572753906,,,,,,,596.7,4.031756756756757,574,3.8783783783783785,,,,,,,,,,,,,,,,,,,"Jack Leiter","30146",683004
"Nolan McLean","NYM",10,8,14,3.81874,26,26,0,0,,145,624,132,67,62,15,56,,10,140,8.70117,3.49362,2.49059,0.936218,0.225158,0.0904035,0.13475432246923447,0.236271,1.29394,0.290195,0.724431,,,3.93473,1.95442,2.1654,89.06999969482422,,,,,,,627.3,4.3262068965517235,612,4.220689655172414,,,,,,,,,,,,,,,,,,,"Nolan McLean","33703",690997
"Reynaldo López","ATL",9,8,12,3.82501,36,24,0,1,,144,603,131,66,61,17,50,,4,145,9.04745,3.12377,2.89633,1.07277,0.240139,0.0829118,0.15722766518592834,0.238319,1.25567,0.293671,0.733436,,,3.7953,1.94742,2.38905,295.3500061035156,,,,,,,647.9000000000001,4.499305555555556,631,4.381944444444445,,,,,,,,,,,,,,,,,,,"Reynaldo Lopez","16400",625643
"Foster Griffin","WSN",7,8,11,4.12166,35,23,0,1,,141,596,139,70,64,18,40,,6,126,8.07051,2.58811,3.11831,1.15541,0.211557,0.0678436,0.14371369034051895,0.253356,1.27723,0.298942,0.713454,,,4.00802,1.93513,1.76187,999,,,,,,,578.6000000000001,4.1035460992907815,589,4.177304964539007,,,,,,,,,,,,,,,,,,,"Foster Griffin","16432",656492
"Brayan Bello","BOS",9,10,14,4.22014,28,28,0,0,,153,660,154,78,72,17,54,,8,127,7.4919,3.18253,2.35407,0.995802,0.192501,0.081774,0.11072743684053421,0.256952,1.35998,0.301238,0.706923,,,4.13192,1.92456,1.95627,441.5400085449219,,,,,,,590.7,3.8607843137254907,612,4,,,,,,,,,,,,,,,,,,,"Brayan Bello","23920",678394
"Shane Bieber","TOR",7,6,10,3.69887,31,19,0,1,,121,501,116,54,50,15,28,,3,111,8.24067,2.09002,3.94287,1.12,0.220764,0.0559907,0.16477364674210548,0.246694,1.19181,0.293063,0.734686,,,3.69496,1.8975,1.87534,315.69000244140625,,,,,,,542.3000000000001,4.481818181818182,543,4.487603305785124,,,,,,,,,,,,,,,,,,,"Shane Bieber","19427",669456
"Chris Bassitt","BAL",11,10,14,4.1804,37,29,0,1,,174,748,170,87,81,23,60,,12,158,8.18276,3.09858,2.64081,1.20546,0.210954,0.0798823,0.13107144087553024,0.251844,1.32632,0.296928,0.722918,,,4.28971,1.87597,1.78262,369.05999755859375,,,,,,,666.7000000000003,3.8316091954023004,675,3.8793103448275863,,,,,,,,,,,,,,,,,,,"Chris Bassitt","12304",605135
"Bubba Chandler","PIT",9,9,12,4.11369,38,26,0,1,,149,641,140,73,68,18,57,,10,137,8.33203,3.46607,2.40388,1.07183,0.214539,0.089247,0.12529240548610687,0.244092,1.3284,0.292309,0.717644,,,4.18401,1.86489,1.95893,154.27999877929688,,,,,,,594.2000000000002,3.987919463087249,588,3.946308724832215,,,,,,,,,,,,,,,,,,,"Bubba Chandler","29868",696149
"Griffin Jax","TBR",5,3,0,2.83124,68,0,12,10,,68,275,53,23,21,6,19,,2,88,11.6708,2.52567,4.62087,0.832091,0.320174,0.0692887,0.250885508954525,0.209734,1.06424,0.294485,0.768881,,,2.68541,1.85194,1.80557,157.36000061035156,,,,,,,504.6000000000001,7.420588235294119,475,6.985294117647059,,,,,,,,,,,,,,,,,,,"Griffin Jax","20253",643377
"Cade Smith","CLE",6,3,0,2.84699,70,0,30,3,,70,285,53,24,22,6,22,,4,91,11.6799,2.84152,4.11042,0.761812,0.319047,0.077619,0.24142780900001526,0.203322,1.06674,0.288309,0.760425,,,2.76178,1.85031,1.86163,40.720001220703125,,,,,,,572.4000000000001,8.177142857142858,538,7.685714285714286,,,,,,,,,,,,,,,,,,,"Cade Smith","27867",671922
"Braxton Garrett","MIA",7,7,11,3.88566,31,23,0,1,,129,545,128,60,56,16,32,,8,112,7.81883,2.20944,3.53883,1.10634,0.206058,0.0582277,0.14783035963773727,0.25346,1.23538,0.297535,0.722249,,,3.92742,1.84983,1.99298,509.30999755859375,,,,,,,533,4.131782945736434,545,4.224806201550388,,,,,,,,,,,,,,,,,,,"Braxton Garrett","21844",666129
"Trey Yesavage","TOR",7,5,11,3.79445,37,23,0,1,,128,538,108,59,54,15,53,,4,140,9.82383,3.74595,2.62252,1.04049,0.25986,0.099088,0.1607723832130432,0.223694,1.25632,0.284287,0.730337,,,3.7896,1.84933,1.75667,155.35000610351562,,,,,,,594.9000000000001,4.647656250000001,558,4.359375,,,,,,,,,,,,,,,,,,,"Trey Yesavage","35456",702056
"Cade Cavalli","WSN",7,9,13,4.1961,26,26,0,0,,137,594,135,70,64,15,48,,10,117,7.68852,3.17488,2.42168,0.994407,0.197442,0.0815312,0.11591104418039322,0.251761,1.33464,0.296868,0.701717,,,4.14309,1.8393,1.66159,331.8699951171875,,,,,,,538.3000000000002,3.929197080291972,550,4.014598540145985,,,,,,,,,,,,,,,,,,,"Cade Cavalli","27473",676917
"Edward Cabrera","CHC",9,7,14,3.92129,26,26,0,0,,137,577,117,65,60,17,55,,8,146,9.59656,3.58793,2.67468,1.08444,0.25358,0.0948075,0.1587723344564438,0.226801,1.24921,0.284798,0.718106,,,3.9331,1.82861,2.02469,177.0800018310547,,,,,,,603.5000000000002,4.405109489051097,567,4.138686131386861,,,,,,,,,,,,,,,,,,,"Edward Cabrera","21690",665795
"Shota Imanaga","CHC",9,8,13,4.04117,26,26,0,0,,147,606,140,71,66,26,33,,4,134,8.20918,2.00275,4.09895,1.56516,0.221093,0.0539391,0.16715425997972488,0.246184,1.17639,0.2797,0.743733,,,4.32455,1.80144,2.03524,165.6699981689453,,,,,,,561,3.816326530612245,554,3.7687074829931975,,,,,,,,,,,,,,,,,,,"Shota Imanaga","33829",684007
"Shane Baz","BAL",9,9,14,4.28155,28,28,0,0,,152,645,142,77,72,22,54,,8,149,8.84521,3.20849,2.75682,1.27762,0.230771,0.0837093,0.1470620185136795,0.243638,1.29477,0.292083,0.714737,,,4.23803,1.79478,1.53418,193.75,,,,,,,597,3.9276315789473686,586,3.8552631578947367,,,,,,,,,,,,,,,,,,,"Shane Baz","22264",669358
"Hunter Greene","CIN",5,4,8,3.72853,15,15,0,0,,83,339,65,37,34,11,27,,6,98,10.6155,2.91833,3.63754,1.21538,0.28838,0.0792787,0.2091011255979538,0.21348,1.1122,0.274744,0.72467,,,3.72915,1.77963,1.72351,107.12999725341797,,,,,,,406.9000000000001,4.902409638554218,369,4.445783132530121,,,,,,,,,,,,,,,,,,,"Hunter Greene","22182",668881
"Cody Ponce","TOR",8,8,9,4.02972,47,19,0,1,,140,589,132,68,63,19,41,,6,138,8.86566,2.66626,3.32513,1.2241,0.233802,0.0703137,0.16348867118358612,0.243693,1.24109,0.29347,0.719521,,,3.94142,1.77302,1.38432,262.239990234375,,,,,,,598.0999999999999,4.272142857142857,592,4.228571428571429,,,,,,,,,,,,,,,,,,,"Cody Ponce","17920",664074
"Tatsuya Imai","HOU",9,9,13,4.36665,26,26,0,0,,153,663,150,80,74,20,62,,7,145,8.54957,3.65436,2.33955,1.162,0.219249,0.093714,0.12553488463163376,0.253109,1.38788,0.30454,0.715789,,,4.27457,1.76134,1.39469,999,,,,,,,579.2,3.78562091503268,588,3.843137254901961,,,,,,,,,,,,,,,,,,,"Tatsuya Imai","sa3062955",837227
"Zebby Matthews","MIN",7,7,9,3.99249,33,19,0,1,,116,488,114,55,51,16,28,,3,114,8.90882,2.21559,4.02097,1.27237,0.234541,0.0583295,0.17621150612831116,0.249169,1.23051,0.299004,0.728624,,,3.80325,1.76112,1.42386,294.0199890136719,,,,,,,504.20000000000016,4.346551724137933,511,4.405172413793103,,,,,,,,,,,,,,,,,,,"Zebby Matthews","31827",805673
"Jacob Misiorowski","MIL",9,8,12,3.98569,32,24,0,1,,135,579,112,65,60,17,62,,9,156,10.3494,4.1133,2.51608,1.1331,0.269105,0.106954,0.16215118765830994,0.220281,1.28278,0.283021,0.728026,,,4.04567,1.7561,1.84584,120.5999984741211,,,,,,,601.7,4.457037037037037,557,4.125925925925926,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Edwin Díaz","LAD",5,2,0,2.98116,66,0,36,3,,66,268,47,24,22,7,23,,4,93,12.6743,3.18242,3.98259,0.912122,0.346945,0.0871153,0.2598297670483589,0.196827,1.06968,0.288808,0.761716,,,2.8988,1.73471,1.7274,33.54999923706055,,,,,,,577.1,8.743939393939394,536,8.121212121212121,,,,,,,,,,,,,,,,,,,"Edwin Diaz","14710",621242
"Taj Bradley","MIN",7,8,10,4.2514,33,23,0,1,,132,561,125,67,62,18,46,,4,125,8.54022,3.15448,2.70733,1.20524,0.223313,0.0824846,0.14082875847816467,0.245195,1.2991,0.292429,0.709978,,,4.11964,1.71053,1.35574,539.3800048828125,,,,,,,534.4000000000002,4.04848484848485,530,4.015151515151516,,,,,,,,,,,,,,,,,,,"Taj Bradley","22543",671737
"Justin Verlander","DET",8,8,13,4.30649,26,26,0,0,,141,602,140,72,67,20,44,,6,116,7.433,2.82741,2.62891,1.2708,0.193292,0.0735256,0.11976633965969086,0.252968,1.30566,0.288006,0.714963,,,4.37884,1.70694,1.44131,708.8200073242188,,,,,,,515.4000000000001,3.655319148936171,527,3.7375886524822697,,,,,,,,,,,,,,,,,,,"Justin Verlander","8700",434378
"Ryne Nelson","ARI",9,8,13,4.09058,38,28,0,1,,167,702,165,82,76,22,46,,5,138,7.42727,2.50722,2.96235,1.19197,0.196103,0.0661987,0.12990481406450272,0.253777,1.26792,0.291386,0.718512,,,4.13568,1.69195,2.24397,261.2900085449219,,,,,,,663.1999999999998,3.971257485029939,676,4.047904191616767,,,,,,,,,,,,,,,,,,,"Ryne Nelson","26253",669194
"Dustin May","STL",9,11,12,4.18513,36,26,0,1,,163,692,150,82,76,19,59,,12,148,8.16383,3.27673,2.49146,1.07567,0.213214,0.0855779,0.1276358962059021,0.241976,1.28811,0.288141,0.702295,,,4.18175,1.68766,1.81778,563.75,,,,,,,669.5,4.107361963190184,655,4.0184049079754605,,,,,,,,,,,,,,,,,,,"Dustin May","19716",669160
"Jacob Lopez","ATH",8,8,11,4.16972,23,23,0,0,,122,523,110,61,56,17,49,,7,127,9.36625,3.61311,2.59229,1.26606,0.242737,0.0936379,0.1490991860628128,0.235829,1.30394,0.287965,0.727345,,,4.26391,1.68658,1.62947,529.1900024414062,,,,,,,493.70000000000016,4.0467213114754115,475,3.8934426229508197,,,,,,,,,,,,,,,,,,,"Jacob Lopez","25098",682052
"Nick Martinez","TBR",9,10,9,4.32387,47,21,0,1,,147,626,150,76,71,19,40,,6,114,6.94818,2.47259,2.81008,1.13579,0.181664,0.0646474,0.11701694875955582,0.259014,1.29462,0.294039,0.695584,,,4.16811,1.67776,1.17224,736.719970703125,,,,,,,558.0999999999999,3.7965986394557816,582,3.9591836734693877,,,,,,,,,,,,,,,,,,,"Nick Martinez","12730",607259
"Aroldis Chapman","BOS",5,3,0,2.96374,62,0,31,2,,62,255,45,22,20,5,28,,2,88,12.7574,4.05061,3.14951,0.786612,0.344343,0.109332,0.2350107505917549,0.197705,1.16968,0.296126,0.778235,,,2.86641,1.67724,1.74328,63.41999816894531,,,,,,,529.3,8.537096774193548,494,7.967741935483871,,,,,,,,,,,,,,,,,,,"Aroldis Chapman","10233",547973
"Mike Burrows","HOU",7,7,12,4.11209,34,26,0,1,,137,580,127,68,63,20,46,,5,135,8.879,3.05059,2.91058,1.30245,0.233246,0.0801372,0.15310880541801453,0.240576,1.26579,0.287407,0.727143,,,4.17471,1.67317,1.52085,261.2200012207031,,,,,,,558.6000000000001,4.077372262773723,546,3.9854014598540144,,,,,,,,,,,,,,,,,,,"Mike Burrows","24728",681347
"Cam Schlittler","NYY",8,7,12,4.03437,23,23,0,0,,121,515,110,59,54,16,45,,6,119,8.87131,3.33417,2.66072,1.17529,0.231115,0.0868616,0.14425305277109146,0.237181,1.28331,0.286285,0.724162,,,4.11017,1.65547,1.4124,129.75999450683594,,,,,,,497.60000000000014,4.112396694214877,482,3.9834710743801653,,,,,,,,,,,,,,,,,,,"Cam Schlittler","32095",693645
"Kyle Freeland","COL",8,12,12,5.01769,29,29,0,0,,160,700,185,95,89,25,42,,6,118,6.68464,2.35678,2.83635,1.42826,0.169285,0.0596841,0.10960070788860321,0.283201,1.41968,0.31351,0.685908,,,4.61029,1.64305,1.72384,999,,,,,,,487.5,3.046875,567,3.54375,,,,,,,,,,,,,,,,,,,"Kyle Freeland","16256",607536
"Noah Cameron","KCR",8,8,13,4.19648,26,26,0,0,,142,604,140,71,66,19,46,,5,120,7.57881,2.91504,2.5999,1.22211,0.197982,0.0761498,0.12183170765638351,0.253935,1.31245,0.292537,0.72127,,,4.29752,1.62923,1.89871,269.2799987792969,,,,,,,540.0999999999999,3.803521126760563,550,3.8732394366197185,,,,,,,,,,,,,,,,,,,"Noah Cameron","30184",702070
"Quinn Priester","MIL",9,8,12,4.1228,24,24,0,0,,141,601,137,70,64,17,48,,6,118,7.53527,3.05978,2.46269,1.07045,0.195948,0.0795665,0.11638098955154419,0.250533,1.31398,0.291678,0.71242,,,4.16217,1.62818,1.81371,346.0400085449219,,,,,,,552.1000000000001,3.9156028368794336,558,3.9574468085106385,,,,,,,,,,,,,,,,,,,"Quinn Priester","25977",682990
"Grant Taylor","CHW",5,5,1,3.46819,80,3,5,15,,92,386,79,39,36,9,33,,2,103,10.075,3.22868,3.12048,0.86517,0.267687,0.085784,0.18190280348062515,0.22362,1.20982,0.291448,0.734021,,,3.27395,1.60473,1.36403,496.1499938964844,,,,,,,550.7,5.985869565217392,529,5.75,,,,,,,,,,,,,,,,,,,"Grant Taylor","33927",691799
"Bryce Miller","SEA",8,8,13,4.10995,26,26,0,0,,141,590,131,69,64,20,42,,5,125,7.98579,2.67219,2.98849,1.2619,0.212028,0.0709484,0.14107995480298996,0.241371,1.22625,0.279562,0.714846,,,4.18707,1.60333,1.2263,258.7900085449219,,,,,,,565.8000000000001,4.012765957446809,554,3.9290780141843973,,,,,,,,,,,,,,,,,,,"Bryce Miller","29837",682243
"Seth Lugo","KCR",9,10,14,4.39063,28,28,0,0,,160,687,161,84,78,23,53,,6,135,7.58332,2.97957,2.54511,1.31946,0.196127,0.0770603,0.11906632781028748,0.257235,1.34097,0.293959,0.718472,,,4.46634,1.59453,1.74225,500.55999755859375,,,,,,,575.5,3.596875,594,3.7125,,,,,,,,,,,,,,,,,,,"Seth Lugo","12447",607625
"Jameson Taillon","CHC",9,9,13,4.39783,28,28,0,0,,153,641,155,80,75,25,36,,4,119,6.98973,2.12408,3.29071,1.46698,0.184947,0.0562027,0.12874404340982437,0.258329,1.25318,0.284927,0.711055,,,4.48603,1.57404,1.49241,420,,,,,,,539.7,3.527450980392157,558,3.6470588235294117,,,,,,,,,,,,,,,,,,,"Jameson Taillon","11674",592791
"Simeon Woods Richardson","MIN",7,8,11,4.38368,32,24,0,1,,135,577,130,70,66,19,50,,4,122,8.15072,3.33877,2.44123,1.27604,0.211357,0.0865782,0.12477929145097733,0.248682,1.33716,0.290508,0.714505,,,4.36591,1.57322,1.26428,621.0900268554688,,,,,,,513.3,3.802222222222222,514,3.8074074074074074,,,,,,,,,,,,,,,,,,,"Simeon Woods Richardson","24494",680573
"Matthew Liberatore","STL",9,10,14,4.2217,28,28,0,0,,150,643,149,76,70,19,48,,6,125,7.49622,2.9041,2.58125,1.12403,0.194608,0.0753927,0.11921511590480804,0.252971,1.31326,0.292662,0.708844,,,4.18544,1.53987,1.63472,639.5599975585938,,,,,,,576.9,3.8459999999999996,591,3.94,,,,,,,,,,,,,,,,,,,"Matthew Liberatore","22294",669461
"Michael McGreevy","STL",8,8,11,3.98578,31,23,0,1,,135,567,139,65,60,15,32,,4,94,6.28997,2.15656,2.91667,1.02538,0.166015,0.0569192,0.10909568518400192,0.262416,1.27455,0.294152,0.712463,,,4.01623,1.51312,1.72973,723.5800170898438,,,,,,,537.1,3.9785185185185186,564,4.177777777777778,,,,,,,,,,,,,,,,,,,"Michael McGreevy","29869",700241
"Roki Sasaki","LAD",7,6,8,4.16337,38,18,0,1,,113,483,105,56,52,15,40,,7,118,9.4124,3.19654,2.94456,1.21561,0.244227,0.0829417,0.16128481924533844,0.240966,1.28671,0.296642,0.717319,,,4.04839,1.51058,1.25984,254.8300018310547,,,,,,,477.70000000000005,4.227433628318584,469,4.150442477876106,,,,,,,,,,,,,,,,,,,"Roki Sasaki","35323",808963
"Max Meyer","MIA",8,9,11,4.23548,34,24,0,1,,137,586,135,70,64,18,45,,5,123,8.10906,2.98158,2.71972,1.19071,0.210413,0.0773658,0.13304753601551056,0.252558,1.32067,0.29717,0.713422,,,4.14687,1.50558,1.56358,364.05999755859375,,,,,,,541.4000000000002,3.9518248175182498,551,4.021897810218978,,,,,,,,,,,,,,,,,,,"Max Meyer","27474",676974
"Eduardo Rodriguez","ARI",8,8,11,4.21607,31,23,0,1,,132,569,133,67,62,18,46,,3,118,8.0513,3.15649,2.55071,1.22486,0.207841,0.0814836,0.12635764479637146,0.255346,1.3547,0.299151,0.729383,,,4.23231,1.49921,1.54983,746.4500122070312,,,,,,,502.6000000000002,3.807575757575759,519,3.9318181818181817,,,,,,,,,,,,,,,,,,,"Eduardo Rodriguez","13164",593958
"Chad Patrick","MIL",8,9,12,4.41967,26,26,0,0,,141,602,134,74,69,23,46,,6,132,8.41513,2.92556,2.87642,1.449,0.219673,0.0763703,0.14330263435840607,0.244525,1.27593,0.282841,0.714036,,,4.4614,1.49828,1.40652,307.45001220703125,,,,,,,520.1000000000001,3.6886524822695046,514,3.645390070921986,,,,,,,,,,,,,,,,,,,"Chad Patrick","30113",694477
"Davis Martin","CHW",7,10,13,4.5446,28,28,0,0,,150,648,153,82,76,21,51,,7,117,7.02862,3.08808,2.27605,1.25582,0.180722,0.0794017,0.10132040828466415,0.260415,1.36676,0.293692,0.702074,,,4.55873,1.49567,1.10689,999,,,,,,,513.9000000000001,3.4260000000000006,537,3.58,,,,,,,,,,,,,,,,,,,"Davis Martin","21448",663436
"Robbie Ray","SFG",10,10,16,4.11875,31,31,0,0,,174,741,161,85,79,25,65,,6,176,9.10891,3.35003,2.71906,1.31126,0.237295,0.087271,0.15002386271953583,0.240138,1.29813,0.289188,0.737444,,,4.23325,1.49165,2.06345,168.60000610351562,,,,,,,700.5000000000001,4.025862068965518,684,3.9310344827586206,,,,,,,,,,,,,,,,,,,"Robbie Ray","11486",592662
"Bryan Abreu","HOU",4,2,0,2.96769,68,0,5,13,,68,281,50,24,22,6,28,,4,91,12.0215,3.7604,3.19686,0.849214,0.322784,0.100969,0.22181517630815506,0.201841,1.15805,0.288682,0.778648,,,3.10251,1.49027,1.63676,191.89999389648438,,,,,,,462.4000000000001,6.800000000000002,425,6.25,,,,,,,,,,,,,,,,,,,"Bryan Abreu","16609",650556
"Spencer Schwellenbach","ATL",5,4,8,3.51734,13,13,0,0,,79,321,73,33,31,10,16,,3,77,8.79625,1.85911,4.73142,1.08621,0.240161,0.0507588,0.1894025281071663,0.240939,1.12792,0.293717,0.733405,,,3.48609,1.4766,1.72694,718.8900146484375,,,,,,,368.8,4.668354430379747,362,4.582278481012659,,,,,,,,,,,,,,,,,,,"Spencer Schwellenbach","31846",680885
"Joey Cantillo","CLE",8,7,10,3.80149,54,21,0,1,,144,615,127,66,61,18,63,,4,154,9.58816,3.948,2.42861,1.1137,0.249619,0.102782,0.14683625847101212,0.231772,1.31933,0.289941,0.754429,,,4.01782,1.45971,1.68362,277.1199951171875,,,,,,,625.0000000000002,4.3402777777777795,597,4.145833333333333,,,,,,,,,,,,,,,,,,,"Joey Cantillo","23335",676282
"Jared Jones","PIT",6,6,9,3.93678,24,18,0,1,,102,434,94,48,45,12,36,,5,100,8.8393,3.16554,2.79236,1.0743,0.231257,0.082818,0.14843927323818207,0.239887,1.27383,0.292715,0.722533,,,3.9319,1.45301,1.53986,699.5800170898438,,,,,,,443.80000000000007,4.350980392156863,435,4.264705882352941,,,,,,,,,,,,,,,,,,,"Jared Jones","27863",683003
"Zach Eflin","BAL",9,9,11,4.34752,34,24,0,1,,147,616,155,77,71,23,28,,5,113,6.90707,1.72673,4.00008,1.40656,0.183119,0.0457787,0.1373399719595909,0.266506,1.24934,0.296037,0.706904,,,4.30112,1.44554,1.21286,558.5999755859375,,,,,,,532.9,3.6251700680272108,567,3.857142857142857,,,,,,,,,,,,,,,,,,,"Zach Eflin","13774",621107
"Sean Manaea","NYM",8,7,9,4.19555,43,21,0,1,,136,573,124,68,63,20,43,,7,140,9.22543,2.85173,3.23503,1.33304,0.243715,0.0753363,0.16837891191244125,0.237792,1.22857,0.286968,0.711332,,,4.12611,1.42708,1.23282,279.1000061035156,,,,,,,572.0000000000001,4.2058823529411775,554,4.073529411764706,,,,,,,,,,,,,,,,,,,"Sean Manaea","15873",640455
"Zack Littell","WSN",7,10,12,4.62469,26,26,0,0,,151,637,160,83,78,26,32,,6,113,6.76246,1.88066,3.59579,1.5378,0.177954,0.0494894,0.12846418097615242,0.267363,1.27145,0.292172,0.698114,,,4.59887,1.42397,1.23884,727.739990234375,,,,,,,493.60000000000014,3.2688741721854315,529,3.5033112582781456,,,,,,,,,,,,,,,,,,,"Zack Littell","15823",641793
"Cade Horton","CHC",8,8,12,4.124,24,24,0,0,,127,535,119,63,58,17,41,,5,111,7.86507,2.86932,2.74109,1.22624,0.208006,0.0758842,0.1321214810013771,0.242967,1.25205,0.281536,0.715881,,,4.23952,1.39654,1.58765,183.69000244140625,,,,,,,505.3000000000002,3.9787401574803165,498,3.921259842519685,,,,,,,,,,,,,,,,,,,"Cade Horton","31872",690990
"Aaron Civale","ATH",7,8,11,4.63837,24,24,0,0,,130,555,128,71,67,21,41,,7,113,7.81455,2.86615,2.72649,1.43582,0.202614,0.0743129,0.12830077856779099,0.251548,1.30348,0.285831,0.696083,,,4.58129,1.38615,1.13977,999,,,,,,,452.90000000000003,3.4838461538461543,459,3.5307692307692307,,,,,,,,,,,,,,,,,,,"Aaron Civale","19479",650644
"Will Warren","NYY",7,8,9,4.24628,43,21,0,1,,132,566,124,67,62,18,47,,5,130,8.86336,3.21984,2.75274,1.22836,0.229181,0.0832558,0.14592549949884415,0.242297,1.30226,0.290987,0.711176,,,4.13676,1.37827,1.01825,336.4200134277344,,,,,,,541.0000000000002,4.09848484848485,534,4.045454545454546,,,,,,,,,,,,,,,,,,,"Will Warren","30182",701542
"Josh Hader","HOU",5,3,0,3.20767,61,0,29,3,,61,247,43,24,22,8,23,,2,85,12.5726,3.45388,3.64014,1.14837,0.344973,0.0947693,0.25020410120487213,0.194992,1.09118,0.275661,0.771126,,,3.26455,1.35827,1.18549,116.33999633789062,,,,,,,493.2000000000001,8.085245901639347,453,7.426229508196721,,,,,,,,,,,,,,,,,,,"Josh Hader","14212",623352
"Anthony Kay","CHW",7,8,9,4.4209,35,21,0,1,,134,581,137,71,66,18,51,,5,110,7.36851,3.4003,2.16702,1.19354,0.188736,0.0870948,0.10164104402065277,0.261329,1.40285,0.300371,0.714093,,,4.46829,1.35474,1.04071,999,,,,,,,469.99999999999994,3.507462686567164,492,3.671641791044776,,,,,,,,,,,,,,,,,,,"Anthony Kay","20387",641743
"Justin Steele","CHC",5,4,8,3.57939,15,15,0,0,,81,336,75,35,32,9,22,,3,76,8.45018,2.47821,3.40979,1.01306,0.226227,0.0663462,0.15988047420978546,0.240833,1.20046,0.291255,0.737603,,,3.64773,1.35031,1.56341,550.8499755859375,,,,,,,370.69999999999993,4.576543209876542,365,4.506172839506172,,,,,,,,,,,,,,,,,,,"Justin Steele","17312",657006
